CaseID,Len
1008,40
1008,5
1008,6
1008,7
1008,8
1008,9
1009,1
1009,10
1009,11
1009,12
1009,13
1009,14
1009,15
1009,16
1009,17
1009,18
1009,19
1009,2
1009,20
1009,21
1009,22
1009,23
1009,24
1009,25
1009,26
1009,27
1009,28
1009,29
1009,3
1009,30
1009,31
1009,32
1009,33
1009,34
1009,35
1009,36
1009,37
1009,38
1009,39
1009,4
1009,40
1009,5
1009,6
1009,7
1009,8
1009,9
1010,1
1010,10
1010,11
1010,12
1010,13
1010,14
1010,15
1010,16
1010,17
1010,18
1010,19
1010,2
1010,20
1010,21
1010,22
1010,23
1010,24
1010,25
1010,26
1010,27
1010,28
1010,29
1010,3
1010,30
1010,31
1010,32
1010,33
1010,34
1010,35
1010,36
1010,37
1010,38
1010,39
1010,4
1010,40
1010,5
1010,6
1010,7
1010,8
1010,9
1011,1
1011,10
1011,11
1011,12
1011,13
1011,14
1011,15
1011,16
1011,17
1011,18
1011,19
1011,2
1011,20
1011,21
1011,22
1011,23
1011,24
1011,25
1011,26
1011,27
1011,28
1011,29
1011,3
1011,30
1011,31
1011,32
1011,33
1011,34
1011,35
1011,36
1011,37
1011,38
1011,39
1011,4
1011,40
1011,5
1011,6
1011,7
1011,8
1011,9
1012,1
1012,2
1012,3
1012,4
1012,5
1013,1
1013,10
1013,11
1013,12
1013,13
1013,14
1013,15
1013,16
1013,17
1013,18
1013,19
1013,2
1013,20
1013,21
1013,22
1013,23
1013,24
1013,25
1013,26
1013,27
1013,28
1013,29
1013,3
1013,30
1013,31
1013,32
1013,33
1013,34
1013,35
1013,36
1013,37
1013,38
1013,39
1013,4
1013,40
1013,5
1013,6
1013,7
1013,8
1013,9
1014,1
1014,10
1014,11
1014,12
1014,13
1014,14
1014,15
1014,16
1014,17
1014,18
1014,19
1014,2
1014,20
1014,21
1014,22
1014,23
1014,24
1014,25
1014,26
1014,27
1014,28
1014,29
1014,3
1014,30
1014,31
1014,32
1014,33
1014,34
1014,35
1014,36
1014,37
1014,38
1014,39
1014,4
1014,40
1014,5
1014,6
1014,7
1014,8
1014,9
1015,1
1015,10
1015,11
1015,12
1015,13
1015,14
1015,15
1015,16
1015,17
1015,18
1015,19
1015,2
1015,20
1015,21
1015,22
1015,23
1015,24
1015,25
1015,26
1015,27
1015,28
1015,29
1015,3
1015,30
1015,31
1015,32
1015,33
1015,34
1015,35
1015,36
1015,37
1015,38
1015,39
1015,4
1015,40
1015,5
1015,6
1015,7
1015,8
1015,9
1016,1
1016,2
1017,1
1017,10
1017,11
1017,12
1017,13
1017,14
1017,15
1017,16
1017,17
1017,18
1017,19
1017,2
1017,20
1017,21
1017,22
1017,23
1017,24
1017,25
1017,26
1017,27
1017,28
1017,29
1017,3
1017,30
1017,31
1017,32
1017,33
1017,34
1017,35
1017,36
1017,37
1017,38
1017,39
1017,4
1017,40
1017,5
1017,6
1017,7
1017,8
1017,9
1018,1
1018,10
1018,11
1018,12
1018,13
1018,14
1018,15
1018,16
1018,17
1018,18
1018,19
1018,2
1018,20
1018,21
1018,22
1018,23
1018,24
1018,25
1018,26
1018,27
1018,28
1018,29
1018,3
1018,30
1018,31
1018,32
1018,33
1018,34
1018,35
1018,36
1018,37
1018,38
1018,39
1018,4
1018,40
1018,5
1018,6
1018,7
1018,8
1018,9
1019,1
1019,10
1019,11
1019,12
1019,13
1019,14
1019,15
1019,16
1019,17
1019,18
1019,19
1019,2
1019,20
1019,21
1019,22
1019,23
1019,24
1019,25
1019,26
1019,27
1019,28
1019,29
1019,3
1019,30
1019,31
1019,32
1019,33
1019,34
1019,35
1019,36
1019,37
1019,38
1019,39
1019,4
1019,40
1019,5
1019,6
1019,7
1019,8
1019,9
1020,1
1020,10
1020,11
1020,12
1020,13
1020,14
1020,15
1020,16
1020,17
1020,18
1020,19
1020,2
1020,20
1020,21
1020,22
1020,23
1020,24
1020,25
1020,26
1020,27
1020,28
1020,29
1020,3
1020,30
1020,31
1020,32
1020,33
1020,34
1020,35
1020,36
1020,37
1020,38
1020,39
1020,4
1020,40
1020,5
1020,6
1020,7
1020,8
1020,9
1021,1
1021,10
1021,11
1021,12
1021,13
1021,14
1021,15
1021,16
1021,17
1021,18
1021,19
1021,2
1021,20
1021,21
1021,22
1021,23
1021,24
1021,25
1021,26
1021,27
1021,28
1021,29
1021,3
1021,30
1021,31
1021,32
1021,33
1021,34
1021,35
1021,36
1021,37
1021,38
1021,39
1021,4
1021,40
1021,5
1021,6
1021,7
1021,8
1021,9
1022,1
1022,10
1022,11
1022,12
1022,13
1022,14
1022,15
1022,16
1022,17
1022,18
1022,19
1022,2
1022,20
1022,21
1022,22
1022,23
1022,24
1022,25
1022,26
1022,27
1022,28
1022,29
1022,3
1022,30
1022,31
1022,32
1022,33
1022,34
1022,35
1022,36
1022,37
1022,38
1022,39
1022,4
1022,40
1022,5
1022,6
1022,7
1022,8
1022,9
1023,1
1023,10
1023,11
1023,12
1023,13
1023,14
1023,15
1023,16
1023,17
1023,18
1023,19
1023,2
1023,20
1023,21
1023,22
1023,23
1023,24
1023,25
1023,26
1023,27
1023,28
1023,29
1023,3
1023,30
1023,31
1023,32
1023,33
1023,34
1023,35
1023,36
1023,37
1023,38
1023,39
1023,4
1023,40
1023,5
1023,6
1023,7
1023,8
1023,9
1024,1
1024,10
1024,11
1024,12
1024,13
1024,14
1024,15
1024,16
1024,17
1024,18
1024,19
1024,2
1024,20
1024,21
1024,22
1024,23
1024,24
1024,25
1024,26
1024,27
1024,28
1024,29
1024,3
1024,30
1024,31
1024,32
1024,33
1024,34
1024,35
1024,36
1024,37
1024,38
1024,39
1024,4
1024,40
1024,5
1024,6
1024,7
1024,8
1024,9
1025,1
1025,10
1025,11
1025,12
1025,13
1025,14
1025,15
1025,16
1025,17
1025,18
1025,19
1025,2
1025,20
1025,21
1025,22
1025,23
1025,24
1025,25
1025,26
1025,27
1025,28
1025,29
1025,3
1025,30
1025,31
1025,32
1025,33
1025,34
1025,35
1025,36
1025,37
1025,38
1025,39
1025,4
1025,40
1025,5
1025,6
1025,7
1025,8
1025,9
1026,1
1026,10
1026,11
1026,12
1026,13
1026,14
1026,15
1026,16
1026,17
1026,18
1026,19
1026,2
1026,20
1026,21
1026,22
1026,23
1026,24
1026,25
1026,26
1026,27
1026,28
1026,29
1026,3
1026,30
1026,31
1026,32
1026,33
1026,34
1026,35
1026,36
1026,37
1026,38
1026,39
1026,4
1026,40
1026,5
1026,6
1026,7
1026,8
1026,9
1027,1
1027,10
1027,11
1027,12
1027,13
1027,14
1027,15
1027,16
1027,17
1027,18
1027,19
1027,2
1027,20
1027,21
1027,22
1027,23
1027,24
1027,25
1027,26
1027,27
1027,28
1027,29
1027,3
1027,30
1027,31
1027,32
1027,33
1027,34
1027,35
1027,36
1027,37
1027,38
1027,39
1027,4
1027,40
1027,5
1027,6
1027,7
1027,8
1027,9
1028,1
1028,10
1028,11
1028,12
1028,13
1028,14
1028,15
1028,16
1028,17
1028,18
1028,19
1028,2
1028,20
1028,21
1028,22
1028,23
1028,24
1028,25
1028,26
1028,27
1028,28
1028,29
1028,3
1028,30
1028,31
1028,32
1028,33
1028,34
1028,35
1028,36
1028,37
1028,38
1028,39
1028,4
1028,40
1028,5
1028,6
1028,7
1028,8
1028,9
1029,1
1029,10
1029,11
1029,12
1029,13
1029,14
1029,15
1029,16
1029,17
1029,18
1029,19
1029,2
1029,20
1029,21
1029,22
1029,23
1029,24
1029,25
1029,26
1029,27
1029,28
1029,29
1029,3
1029,30
1029,31
1029,32
1029,33
1029,34
1029,35
1029,36
1029,37
1029,38
1029,39
1029,4
1029,40
1029,5
1029,6
1029,7
1029,8
1029,9
1030,1
1030,10
1030,11
1030,12
1030,13
1030,14
1030,15
1030,16
1030,17
1030,18
1030,19
1030,2
1030,20
1030,21
1030,22
1030,23
1030,24
1030,25
1030,26
1030,27
1030,28
1030,29
1030,3
1030,30
1030,31
1030,32
1030,33
1030,34
1030,35
1030,36
1030,37
1030,38
1030,39
1030,4
1030,40
1030,5
1030,6
1030,7
1030,8
1030,9
1031,1
1031,10
1031,11
1031,12
1031,13
1031,14
1031,15
1031,16
1031,17
1031,18
1031,19
1031,2
1031,20
1031,21
1031,22
1031,23
1031,24
1031,25
1031,26
1031,27
1031,28
1031,29
1031,3
1031,30
1031,31
1031,32
1031,33
1031,34
1031,35
1031,36
1031,37
1031,38
1031,39
1031,4
1031,40
1031,5
1031,6
1031,7
1031,8
1031,9
1032,1
1032,10
1032,11
1032,12
1032,13
1032,14
1032,15
1032,16
1032,17
1032,18
1032,19
1032,2
1032,20
1032,21
1032,22
1032,23
1032,24
1032,25
1032,26
1032,27
1032,28
1032,29
1032,3
1032,30
1032,31
1032,32
1032,33
1032,34
1032,35
1032,36
1032,37
1032,38
1032,39
1032,4
1032,40
1032,5
1032,6
1032,7
1032,8
1032,9
1033,1
1033,10
1033,11
1033,12
1033,13
1033,14
1033,15
1033,16
1033,17
1033,18
1033,19
1033,2
1033,20
1033,21
1033,22
1033,23
1033,24
1033,25
1033,26
1033,27
1033,28
1033,29
1033,3
1033,30
1033,31
1033,32
1033,33
1033,34
1033,35
1033,36
1033,37
1033,38
1033,4
1033,5
1033,6
1033,7
1033,8
1033,9
1034,1
1034,10
1034,11
1034,12
1034,13
1034,14
1034,15
1034,16
1034,17
1034,18
1034,19
1034,2
1034,20
1034,21
1034,22
1034,23
1034,24
1034,25
1034,26
1034,27
1034,28
1034,29
1034,3
1034,30
1034,31
1034,32
1034,33
1034,34
1034,35
1034,36
1034,37
1034,38
1034,39
1034,4
1034,40
1034,5
1034,6
1034,7
1034,8
1034,9
1035,1
1035,10
1035,11
1035,12
1035,13
1035,14
1035,15
1035,16
1035,17
1035,18
1035,19
1035,2
1035,20
1035,21
1035,22
1035,23
1035,24
1035,25
1035,26
1035,27
1035,28
1035,29
1035,3
1035,30
1035,31
1035,32
1035,33
1035,34
1035,35
1035,36
1035,37
1035,38
1035,39
1035,4
1035,40
1035,5
1035,6
1035,7
1035,8
1035,9
1036,1
1036,10
1036,11
1036,12
1036,13
1036,14
1036,15
1036,16
1036,17
1036,18
1036,19
1036,2
1036,20
1036,21
1036,22
1036,23
1036,24
1036,25
1036,26
1036,27
1036,28
1036,29
1036,3
1036,30
1036,31
1036,32
1036,33
1036,34
1036,35
1036,36
1036,37
1036,38
1036,39
1036,4
1036,40
1036,5
1036,6
1036,7
1036,8
1036,9
1037,1
1037,10
1037,11
1037,12
1037,13
1037,14
1037,15
1037,16
1037,17
1037,18
1037,19
1037,2
1037,20
1037,21
1037,22
1037,23
1037,24
1037,25
1037,26
1037,27
1037,28
1037,29
1037,3
1037,30
1037,31
1037,32
1037,33
1037,34
1037,35
1037,36
1037,37
1037,38
1037,39
1037,4
1037,40
1037,5
1037,6
1037,7
1037,8
1037,9
1038,1
1038,10
1038,11
1038,12
1038,13
1038,14
1038,15
1038,16
1038,17
1038,18
1038,19
1038,2
1038,20
1038,21
1038,22
1038,23
1038,24
1038,25
1038,26
1038,27
1038,28
1038,29
1038,3
1038,30
1038,31
1038,32
1038,33
1038,34
1038,35
1038,36
1038,37
1038,38
1038,39
1038,4
1038,40
1038,5
1038,6
1038,7
1038,8
1038,9
1039,1
1039,10
1039,11
1039,12
1039,13
1039,14
1039,15
1039,16
1039,17
1039,18
1039,19
1039,2
1039,20
1039,21
1039,22
1039,23
1039,24
1039,25
1039,26
1039,27
1039,28
1039,29
1039,3
1039,30
1039,31
1039,32
1039,33
1039,34
1039,35
1039,36
1039,37
1039,38
1039,39
1039,4
1039,40
1039,5
1039,6
1039,7
1039,8
1039,9
1040,1
1040,10
1040,11
1040,12
1040,13
1040,14
1040,15
1040,16
1040,17
1040,18
1040,19
1040,2
1040,20
1040,21
1040,22
1040,23
1040,24
1040,25
1040,26
1040,27
1040,28
1040,29
1040,3
1040,30
1040,31
1040,32
1040,33
1040,34
1040,35
1040,36
1040,37
1040,38
1040,39
1040,4
1040,40
1040,5
1040,6
1040,7
1040,8
1040,9
1041,1
1041,10
1041,11
1041,12
1041,13
1041,14
1041,15
1041,16
1041,17
1041,18
1041,19
1041,2
1041,20
1041,21
1041,22
1041,23
1041,24
1041,25
1041,26
1041,27
1041,28
1041,29
1041,3
1041,30
1041,31
1041,32
1041,33
1041,34
1041,35
1041,36
1041,37
1041,38
1041,39
1041,4
1041,40
1041,5
1041,6
1041,7
1041,8
1041,9
1042,1
1042,10
1042,11
1042,12
1042,13
1042,14
1042,15
1042,16
1042,17
1042,18
1042,19
1042,2
1042,20
1042,21
1042,22
1042,23
1042,24
1042,25
1042,26
1042,27
1042,28
1042,29
1042,3
1042,30
1042,31
1042,32
1042,33
1042,34
1042,35
1042,36
1042,37
1042,38
1042,39
1042,4
1042,40
1042,5
1042,6
1042,7
1042,8
1042,9
1043,1
1043,10
1043,11
1043,12
1043,13
1043,14
1043,15
1043,16
1043,17
1043,18
1043,19
1043,2
1043,20
1043,21
1043,22
1043,23
1043,24
1043,25
1043,26
1043,27
1043,28
1043,29
1043,3
1043,30
1043,31
1043,32
1043,33
1043,34
1043,35
1043,36
1043,37
1043,38
1043,39
1043,4
1043,40
1043,5
1043,6
1043,7
1043,8
1043,9
1044,1
1044,10
1044,11
1044,12
1044,13
1044,14
1044,15
1044,16
1044,17
1044,18
1044,19
1044,2
1044,20
1044,21
1044,22
1044,23
1044,24
1044,25
1044,26
1044,27
1044,28
1044,29
1044,3
1044,30
1044,31
1044,32
1044,33
1044,34
1044,35
1044,36
1044,37
1044,38
1044,39
1044,4
1044,40
1044,5
1044,6
1044,7
1044,8
1044,9
1045,1
1045,10
1045,11
1045,12
1045,13
1045,14
1045,15
1045,16
1045,17
1045,18
1045,19
1045,2
1045,20
1045,21
1045,22
1045,23
1045,24
1045,25
1045,26
1045,27
1045,28
1045,29
1045,3
1045,30
1045,31
1045,32
1045,33
1045,34
1045,35
1045,36
1045,37
1045,38
1045,39
1045,4
1045,40
1045,5
1045,6
1045,7
1045,8
1045,9
1046,1
1046,2
1046,3
1046,4
1047,1
1047,2
1047,3
1047,4
1047,5
1048,1
1048,10
1048,11
1048,12
1048,13
1048,14
1048,15
1048,16
1048,17
1048,18
1048,19
1048,2
1048,20
1048,21
1048,22
1048,23
1048,24
1048,25
1048,26
1048,27
1048,28
1048,29
1048,3
1048,30
1048,31
1048,32
1048,33
1048,34
1048,35
1048,36
1048,37
1048,38
1048,39
1048,4
1048,40
1048,5
1048,6
1048,7
1048,8
1048,9
1049,1
1049,10
1049,11
1049,12
1049,13
1049,14
1049,15
1049,16
1049,17
1049,18
1049,19
1049,2
1049,20
1049,21
1049,22
1049,23
1049,24
1049,25
1049,26
1049,27
1049,28
1049,29
1049,3
1049,30
1049,31
1049,32
1049,33
1049,34
1049,35
1049,36
1049,37
1049,38
1049,39
1049,4
1049,40
1049,5
1049,6
1049,7
1049,8
1049,9
1050,1
1050,10
1050,11
1050,12
1050,13
1050,14
1050,15
1050,16
1050,17
1050,18
1050,19
1050,2
1050,20
1050,21
1050,22
1050,23
1050,24
1050,25
1050,26
1050,27
1050,28
1050,29
1050,3
1050,30
1050,4
1050,5
1050,6
1050,7
1050,8
1050,9
1051,1
1051,2
1051,3
1052,1
1052,10
1052,11
1052,12
1052,13
1052,14
1052,15
1052,16
1052,17
1052,18
1052,19
1052,2
1052,20
1052,21
1052,22
1052,23
1052,24
1052,25
1052,26
1052,27
1052,28
1052,29
1052,3
1052,30
1052,31
1052,32
1052,33
1052,34
1052,35
1052,36
1052,37
1052,38
1052,39
1052,4
1052,40
1052,5
1052,6
1052,7
1052,8
1052,9
1053,1
1053,10
1053,11
1053,12
1053,13
1053,14
1053,15
1053,16
1053,17
1053,18
1053,19
1053,2
1053,20
1053,21
1053,22
1053,23
1053,24
1053,25
1053,26
1053,27
1053,28
1053,29
1053,3
1053,30
1053,31
1053,32
1053,33
1053,34
1053,35
1053,36
1053,37
1053,38
1053,39
1053,4
1053,40
1053,5
1053,6
1053,7
1053,8
1053,9
1054,1
1054,10
1054,11
1054,12
1054,13
1054,14
1054,15
1054,16
1054,17
1054,18
1054,19
1054,2
1054,20
1054,21
1054,22
1054,23
1054,24
1054,25
1054,26
1054,27
1054,28
1054,29
1054,3
1054,30
1054,31
1054,32
1054,33
1054,34
1054,35
1054,36
1054,37
1054,38
1054,39
1054,4
1054,40
1054,5
1054,6
1054,7
1054,8
1054,9
1055,1
1055,10
1055,11
1055,12
1055,13
1055,14
1055,15
1055,16
1055,17
1055,18
1055,19
1055,2
1055,20
1055,21
1055,22
1055,23
1055,24
1055,25
1055,26
1055,27
1055,28
1055,3
1055,4
1055,5
1055,6
1055,7
1055,8
1055,9
1056,1
1056,10
1056,11
1056,12
1056,13
1056,14
1056,15
1056,16
1056,17
1056,18
1056,19
1056,2
1056,20
1056,21
1056,22
1056,23
1056,24
1056,25
1056,26
1056,27
1056,28
1056,29
1056,3
1056,30
1056,31
1056,32
1056,33
1056,34
1056,35
1056,36
1056,37
1056,38
1056,39
1056,4
1056,40
1056,5
1056,6
1056,7
1056,8
1056,9
1057,1
1057,10
1057,11
1057,12
1057,13
1057,14
1057,15
1057,16
1057,17
1057,18
1057,19
1057,2
1057,20
1057,21
1057,22
1057,23
1057,24
1057,25
1057,26
1057,27
1057,28
1057,29
1057,3
1057,30
1057,31
1057,32
1057,33
1057,34
1057,35
1057,36
1057,37
1057,38
1057,39
1057,4
1057,40
1057,5
1057,6
1057,7
1057,8
1057,9
1058,1
1058,10
1058,11
1058,12
1058,13
1058,14
1058,15
1058,16
1058,17
1058,18
1058,19
1058,2
1058,20
1058,21
1058,22
1058,23
1058,24
1058,25
1058,26
1058,27
1058,28
1058,29
1058,3
1058,30
1058,31
1058,32
1058,33
1058,34
1058,35
1058,36
1058,37
1058,38
1058,39
1058,4
1058,40
1058,5
1058,6
1058,7
1058,8
1058,9
1059,1
1059,10
1059,11
1059,12
1059,13
1059,14
1059,15
1059,16
1059,17
1059,18
1059,19
1059,2
1059,20
1059,21
1059,22
1059,23
1059,24
1059,25
1059,26
1059,27
1059,28
1059,29
1059,3
1059,30
1059,31
1059,32
1059,33
1059,34
1059,35
1059,36
1059,37
1059,38
1059,39
1059,4
1059,40
1059,5
1059,6
1059,7
1059,8
1059,9
1060,1
1060,10
1060,11
1060,12
1060,13
1060,14
1060,15
1060,16
1060,17
1060,18
1060,19
1060,2
1060,20
1060,21
1060,22
1060,23
1060,24
1060,25
1060,26
1060,27
1060,28
1060,29
1060,3
1060,30
1060,31
1060,32
1060,33
1060,34
1060,35
1060,36
1060,37
1060,38
1060,39
1060,4
1060,40
1060,5
1060,6
1060,7
1060,8
1060,9
1061,1
1061,10
1061,11
1061,12
1061,13
1061,14
1061,15
1061,16
1061,17
1061,18
1061,19
1061,2
1061,20
1061,21
1061,22
1061,23
1061,24
1061,25
1061,26
1061,27
1061,28
1061,29
1061,3
1061,30
1061,31
1061,32
1061,33
1061,34
1061,35
1061,36
1061,37
1061,38
1061,39
1061,4
1061,40
1061,5
1061,6
1061,7
1061,8
1061,9
1062,1
1062,10
1062,11
1062,12
1062,13
1062,14
1062,15
1062,16
1062,17
1062,18
1062,19
1062,2
1062,20
1062,21
1062,22
1062,23
1062,24
1062,25
1062,26
1062,27
1062,28
1062,29
1062,3
1062,30
1062,31
1062,32
1062,33
1062,34
1062,35
1062,36
1062,37
1062,38
1062,39
1062,4
1062,40
1062,5
1062,6
1062,7
1062,8
1062,9
1063,1
1063,10
1063,11
1063,12
1063,13
1063,14
1063,15
1063,16
1063,17
1063,18
1063,19
1063,2
1063,20
1063,21
1063,22
1063,23
1063,24
1063,25
1063,26
1063,27
1063,28
1063,29
1063,3
1063,30
1063,31
1063,32
1063,33
1063,34
1063,35
1063,36
1063,37
1063,38
1063,39
1063,4
1063,40
1063,5
1063,6
1063,7
1063,8
1063,9
1064,1
1064,10
1064,11
1064,12
1064,13
1064,14
1064,15
1064,16
1064,17
1064,18
1064,19
1064,2
1064,20
1064,21
1064,22
1064,23
1064,24
1064,25
1064,26
1064,27
1064,28
1064,29
1064,3
1064,30
1064,31
1064,32
1064,33
1064,34
1064,35
1064,36
1064,37
1064,38
1064,39
1064,4
1064,40
1064,5
1064,6
1064,7
1064,8
1064,9
1065,1
1065,2
1066,1
1066,10
1066,11
1066,12
1066,13
1066,14
1066,15
1066,16
1066,17
1066,18
1066,19
1066,2
1066,20
1066,21
1066,22
1066,23
1066,24
1066,25
1066,26
1066,27
1066,28
1066,29
1066,3
1066,30
1066,31
1066,32
1066,33
1066,34
1066,35
1066,36
1066,37
1066,38
1066,39
1066,4
1066,40
1066,5
1066,6
1066,7
1066,8
1066,9
1067,1
1067,10
1067,2
1067,3
1067,4
1067,5
1067,6
1067,7
1067,8
1067,9
1068,1
1068,2
1069,1
1069,10
1069,11
1069,12
1069,13
1069,14
1069,15
1069,16
1069,17
1069,18
1069,19
1069,2
1069,20
1069,21
1069,22
1069,23
1069,24
1069,25
1069,26
1069,27
1069,28
1069,29
1069,3
1069,30
1069,31
1069,32
1069,33
1069,34
1069,35
1069,36
1069,37
1069,38
1069,39
1069,4
1069,40
1069,5
1069,6
1069,7
1069,8
1069,9
1070,1
1070,10
1070,11
1070,12
1070,13
1070,14
1070,15
1070,16
1070,17
1070,18
1070,19
1070,2
1070,20
1070,21
1070,22
1070,23
1070,24
1070,25
1070,26
1070,27
1070,28
1070,29
1070,3
1070,30
1070,31
1070,32
1070,33
1070,34
1070,35
1070,36
1070,37
1070,38
1070,39
1070,4
1070,40
1070,5
1070,6
1070,7
1070,8
1070,9
1071,1
1071,10
1071,11
1071,12
1071,13
1071,14
1071,15
1071,16
1071,17
1071,18
1071,19
1071,2
1071,20
1071,21
1071,22
1071,23
1071,24
1071,25
1071,26
1071,27
1071,28
1071,29
1071,3
1071,30
1071,31
1071,32
1071,33
1071,34
1071,35
1071,36
1071,37
1071,38
1071,39
1071,4
1071,40
1071,5
1071,6
1071,7
1071,8
1071,9
1072,1
1072,10
1072,11
1072,12
1072,13
1072,14
1072,15
1072,16
1072,17
1072,18
1072,19
1072,2
1072,20
1072,21
1072,22
1072,23
1072,24
1072,25
1072,26
1072,27
1072,28
1072,29
1072,3
1072,30
1072,31
1072,32
1072,33
1072,34
1072,35
1072,36
1072,37
1072,38
1072,39
1072,4
1072,40
1072,5
1072,6
1072,7
1072,8
1072,9
1073,1
1073,10
1073,11
1073,12
1073,13
1073,14
1073,15
1073,16
1073,17
1073,18
1073,19
1073,2
1073,20
1073,21
1073,22
1073,23
1073,24
1073,25
1073,26
1073,27
1073,28
1073,29
1073,3
1073,30
1073,31
1073,32
1073,33
1073,34
1073,35
1073,4
1073,5
1073,6
1073,7
1073,8
1073,9
1074,1
1074,10
1074,11
1074,12
1074,13
1074,14
1074,15
1074,16
1074,17
1074,18
1074,19
1074,2
1074,20
1074,21
1074,22
1074,23
1074,24
1074,25
1074,26
1074,27
1074,28
1074,29
1074,3
1074,30
1074,31
1074,32
1074,33
1074,34
1074,35
1074,36
1074,37
1074,38
1074,39
1074,4
1074,40
1074,5
1074,6
1074,7
1074,8
1074,9
1075,1
1075,2
1076,1
1076,10
1076,11
1076,12
1076,13
1076,14
1076,15
1076,16
1076,17
1076,18
1076,19
1076,2
1076,20
1076,21
1076,22
1076,23
1076,24
1076,25
1076,26
1076,27
1076,28
1076,29
1076,3
1076,30
1076,31
1076,32
1076,33
1076,34
1076,35
1076,36
1076,37
1076,38
1076,39
1076,4
1076,40
1076,5
1076,6
1076,7
1076,8
1076,9
1077,1
1077,10
1077,11
1077,12
1077,13
1077,14
1077,15
1077,16
1077,17
1077,18
1077,19
1077,2
1077,20
1077,21
1077,22
1077,23
1077,24
1077,25
1077,26
1077,27
1077,28
1077,29
1077,3
1077,30
1077,31
1077,32
1077,33
1077,34
1077,35
1077,36
1077,37
1077,38
1077,39
1077,4
1077,40
1077,5
1077,6
1077,7
1077,8
1077,9
1078,1
1078,10
1078,11
1078,12
1078,13
1078,14
1078,15
1078,16
1078,17
1078,18
1078,19
1078,2
1078,20
1078,21
1078,22
1078,23
1078,24
1078,25
1078,26
1078,27
1078,28
1078,29
1078,3
1078,30
1078,31
1078,32
1078,33
1078,34
1078,35
1078,36
1078,37
1078,38
1078,39
1078,4
1078,40
1078,5
1078,6
1078,7
1078,8
1078,9
1079,1
1079,10
1079,11
1079,12
1079,13
1079,14
1079,15
1079,16
1079,17
1079,18
1079,19
1079,2
1079,20
1079,21
1079,22
1079,23
1079,24
1079,25
1079,26
1079,27
1079,28
1079,29
1079,3
1079,30
1079,31
1079,32
1079,33
1079,34
1079,35
1079,36
1079,37
1079,38
1079,39
1079,4
1079,40
1079,5
1079,6
1079,7
1079,8
1079,9
1080,1
1080,10
1080,11
1080,12
1080,13
1080,14
1080,15
1080,16
1080,17
1080,18
1080,19
1080,2
1080,20
1080,21
1080,22
1080,23
1080,24
1080,25
1080,26
1080,27
1080,28
1080,29
1080,3
1080,30
1080,31
1080,32
1080,33
